,sentence,masked_word
582,"So it’s necessary for us to prepare for disasters, [MASK]?",right
583,That’s [MASK].,right
584,I’ll be [MASK] back.,right
585,Look at these [MASK] playing the taiko drums.,robots
586,They were originally made as industrial [MASK].,robots
587,Are you interested in [MASK]?,robots
588,"Yes, especially [MASK] made in Japan.",robots
589,"Not long ago, [MASK] like those were just a dream.",robots
590,"Today, let’s talk about living with [MASK].",robots
591,I think [MASK] make our lives better because they help us in many ways.,robots
592,"Some [MASK] can put together products, like cars or cameras.",robots
593,Other [MASK] can work in dangerous places instead of people.,robots
594,The [MASK] working for us are amazing.,robots
595,[MASK] are so efficient that they’re taking people’s jobs away.,Robots
596,Some [MASK] work in hospitals and homes.,robots
597,"Future [MASK] may be able to help them when they take a bath, or go shopping.",robots
598,"That’s true, but I’m a little afraid of living with [MASK].",robots
599,[MASK] are machines.,Robots
600,"In my opinion, you should keep thinking about the best way to live with [MASK].",robots
601,[MASK] I show you a smaller one?,Shall
602,When and where [MASK] we meet?,shall
603,[MASK] up.,Stand
604,They [MASK] alone in the forest.  ,stood
605,"A big, old tree [MASK] by a road near the city of Hiroshima.",stands
606,A young woman [MASK] there.  ,stood
607,I [MASK] it every day.,study
608,"I don’t like math, but I [MASK] it every day.",study
609,He [MASK] at a university there.,studies
610,I usually [MASK] before dinner.,study
611,"To be a good programmer, I [MASK] math, science, and English really hard.",study
612,So he went to college and [MASK] very hard.,studied
613,She visited Hawaii to [MASK] English during her summer vacation.,study
614,"They looked happy, and the song sounded [MASK].",sweet
615,"[MASK] a doggy bag, everyone.",Take
616,"We put food in it, and we [MASK] it back home.",take
617,"[MASK] this medicine, and take a rest.",Take
618,"Are you [MASK] pictures, Kota?",taking
619,I’m [MASK] a video.,taking
620,It [MASK] about one and a half hours by plane.,took
621,"[MASK] off your clothes, and Put salt and vinegar on your bodies…",Take
622,It [MASK] about one hour from London to Oxford by train.,took
623,Could you [MASK] our picture?,take
624,"Could you [MASK] another one, please?",take
625,Then he [MASK] us out to interview a soccer player.,took
626,"Mr. Suzuki, a journalist, [MASK] us there.",took
627,"After this little fight, Ben [MASK] the cow.",took
628,[MASK] down this bridge right now!,Take
629,Don’t [MASK] it down!,take
630,"Please [MASK] it back, and be my friend again.",take
631,"They don’t [MASK] me anywhere, so I have nothing to do on weekends.",take
632,Saki’s host family always [MASK] her to interesting places.,takes
633,[MASK] Bus No. 104.,Take
634,How long does it [MASK]?,take
635,Oh . . . I think it [MASK] about ten minutes.,takes
636,So his grandmother [MASK] care of him.,took
637,They name her Winter and [MASK] good care of her.,take
638,I’ll [MASK] it.,take
639,I’ve just [MASK] a look at the pamphlet.,taken
640,"[MASK] the Ginza Line to Aoyama-itchome, and change trains there.",Take
641,Which line should I [MASK] from Aoyama-itchome?,take
642,[MASK] the Oedo Line.,Take
643,Robots are so efficient that they’re [MASK] people’s jobs away.,taking
644,"Future robots may be able to help them when they [MASK] a bath, or go shopping.",take
645,"It [MASK] six months, but the mayor wrote back.  ",took
646,He [MASK] playful photographs of polar bears and majestic photographs of Arctic mountains.,took
647,Look at that clock [MASK] beside the Thames.,tower
648,I washed my hair [MASK].,twice
649,That's almost [MASK] the size of Japan.,twice
650,"I live there with my parents, grandparents, two [MASK], three aunts, and three cousins.",uncles
651,What's [MASK]?,wrong
652,Two of them are [MASK].,wrong
653,"That’s true, but I’m a little [MASK] of living with robots.",afraid
654,A bus [MASK] every ten minutes.,arrives
655,"Tsutomu wanted to [MASK] a minister, too.",become
656,Winter [MASK] his best friend.,becomes
657,"In this program, children can borrow instruments and [MASK] a member of an orchestra.",become
658,Maybe even kawaii culture can [MASK] a part of Japanese tradition.,become
659,We [MASK] very good friends.,became
660,Cultures are mixing and the world is [MASK] smaller.,becoming
661,I want to [MASK] a scientist and do something for the plants and animals of the Amazon.,become
662,This has [MASK] the best memory of my junior high school days so far.,become
663,The girl’s voice [MASK] weaker and weaker.,became
664,Our dreams are [MASK] reality.,becoming
665,"That summer, he [MASK] a part of the Alaskan wilderness, too.",became
666,Learning about the people [MASK] the products is another.,behind
667,"She wanted to visit him in the U.K., but she could not leave her suffering people [MASK].",behind
668,"[MASK] the card man, Rudolf saw a building that had the dentist’s office and some shops on the first two floors.  ",Behind
669,Did you know that shampoo [MASK] have bumps?,bottles
670,"For example, look at this plastic [MASK].",bottle
671,This is a picture of my home in [MASK].,Brazil
672,Do you call your family in [MASK]?,Brazil
673,"It’s fall in Japan, so it’s spring in [MASK].",Brazil
674,What language do people in [MASK] speak?,Brazil
675,I watched some programs in [MASK].,Brazil
676,He taught me soccer when he was in [MASK].,Brazil
677,The Amazon has been important to [MASK] for many years.,Brazil
678,Its water power produces about eighty percent of [MASK]'s electricity.,Brazil
679,The oxygen in this classroom may come from [MASK]!,Brazil
680,Here’s your [MASK].,change
681,The man is [MASK] his masks so fast.,changing
682,"Their cultures are different, so rakugo performers [MASK] parts of the stories.",change
683,Sometimes a simple idea has the power to [MASK] the world for the better.,change
684,"Take the Ginza Line to Aoyama-itchome, and [MASK] trains there.",change
685,But a class called Filmmaking has [MASK] me.,changed
686,One photograph [MASK] Hoshino Michio’s life.  ,changed
687,"However, the Alaskan wilderness is [MASK] because of global warming.  ",changing
688,Michio’s own life was [MASK] because of one photograph.  ,changed
689,Perhaps his photographs will also [MASK] someone’s life.  ,change
690,"Chocolates, [MASK], clothes….",coffee
691,"Of [MASK], Portuguese.",course
692,Of [MASK]. ,course
693,My [MASK] works as a ranger in Yosemite.,cousin
694,"I live there with my parents, grandparents, two uncles, three aunts, and three [MASK].",cousins
695,He [MASK] to help other people in need.,decided
696,"She accepted, and [MASK] to work for her country.",decided
697,It’s sixty [MASK].,dollars
698,You can use them [MASK] and safely.,easily
699,"When I sat in it, I couldn’t use it [MASK].",easily
700,We can hold it [MASK] because it has a special shape.,easily
701,"The world that she wants may not come [MASK], but she keeps striving for it.",easily
702,"I don’t want to lose yours, [MASK].",either
703,We use a lot of [MASK] in our daily lives.  ,energy
704,"We get most of this [MASK] from gas and oil, but they are limited.",energy
705,It is an example of renewable [MASK]. ,energy
706,"There are other examples of this [MASK], such as water, wind, and natural heat in the ground.",energy
707,"Renewable [MASK] facilities often cost a lot, but you may find a simple idea, like a solar cooker.  ",energy
708,"They work hard, but they can’t make [MASK] money to live.",enough
709,What will [MASK] here?,happen
710,But one may [MASK] at any time.,happen
711,Some doctors think that laughter is also good for our [MASK].,health
712,Is she in [MASK] high school?,junior
713,I am a [MASK] high school student in New York.,junior
714,I’m a [MASK] high school student in Finland.,junior
715,This has become the best memory of my [MASK] high school days so far.,junior
716,"Oh, my beautiful [MASK]",memories
717,This has become the best [MASK] of my junior high school days so far.,memory
718,I want them to pass on the [MASK].,memories
719,I want to go and see it [MASK].,myself
720,"I said to [MASK], ",myself
721,"Mr. Suzuki, a journalist, showed us around the [MASK].",office
722,It was just an advertisement for a dentist’s [MASK].,office
723,"Behind the card man, Rudolf saw a building that had the dentist’s [MASK] and some shops on the first two floors.  ",office
724,But my [MASK] have some rabbits in Boston.,parents
725,"I live there with my [MASK], grand[MASK], two uncles, three aunts, and three cousins.",parents
726,His hatred of his [MASK] began to fade.,parents
727,Say hello to your [MASK] for me.,parents
728,Where are my [MASK]?,pencils
729,I was looking for my [MASK] case.,pencil
730,[MASK] flowers,Pretty
731,I have two [MASK].,reasons
732,These are my [MASK].,reasons
733,"On New Year’s Day, we visited a [MASK] early in the morning.  ",shrine
734,We visited a big [MASK].  ,shrine
735,He sometimes [MASK] Japanese.,teaches
736,"In the future, I hope to [MASK] the importance of nature to the next generation.",teach
737,He [MASK] me soccer when he was in Brazil.,taught
738,Filmmaking [MASK] me to accept differences and learn from other people.  ,taught
739,Michio really used the survival skills the Inuit [MASK] him.  ,taught
740,Where did you [MASK] this winter?,travel
741,I didn’t [MASK] this winter.  ,travel
742,A hero and his friends [MASK] to the stars to search for treasure.,travel
743,"For 19 years, he [MASK] around Alaska as a photographer.  ",traveled
744,Can I open the [MASK]?  ,window
745,It's [MASK].,amazing
746,The robots working for us are [MASK].,amazing
747,[MASK] July and September.,Between
748,You built a bridge [MASK] us.,between
749,This movie is a true story of the bond [MASK] people and animals.,between
750,"[MASK] the 1970s and 2010, about 740,000 square kilometers of the forest disappeared.",Between
751,They were [MASK] from Japan to Europe.,brought
752,How were the kimonos [MASK] from Japan to Hawaii? ,brought
753,This is a book I [MASK] from the United States.,brought
754,"We [MASK] different ideas together, and completed a wonderful movie in the end.  ",brought
755,Be [MASK].,careful
756,"Millions of people have listened to them at [MASK] or on TV not only in Japan, but also around the world.",concerts
757,"Their [MASK] are different, so rakugo performers change parts of the stories.",cultures
758,"At that time, Japanese [MASK] was popular in Europe.",culture
759,Another popular example of Japanese pop [MASK] is the word kawaii.,culture
760,A lot of people are attracted by kawaii [MASK] such as Hello Kitty goods and other unique designs.,culture
761,I read about ukiyo-e and Japanese pop [MASK] today.,culture
762,I also learned that ukiyo-e was pop [MASK] in Japan during the Edo period.,culture
763,Maybe even kawaii [MASK] can become a part of Japanese tradition.,culture
764,Today aloha shirts are known around the world as example of Hawaiian [MASK].,culture
765,[MASK] are mixing and the world is becoming smaller.,Cultures
766,"There are students of various [MASK] in my school, too.  ",cultures
767,"He learned about Inuit food, family life, and [MASK].  ",culture
768,"I knew little about them before, but I learned that both are much loved in [MASK] countries.",foreign
769,I’m looking [MASK] to it.,forward
770,What are your plans for the [MASK]?,holidays
771,"[MASK], the Alaskan wilderness is changing because of global warming.  ",However
772,"In my [MASK], you should keep thinking about the best way to live with robots.",opinion
773,My group had four members who all had different ideas and [MASK].  ,opinions
774,Kawaii  is also used [MASK] Japan now.,outside
775,"In case of a fire, go [MASK].",outside
776,So the job is [MASK] for me.,perfect
777,But you don’t have to speak [MASK] English.,perfect
778,That’s [MASK].,perfect
779,"Fortunately, the weather was [MASK].",perfect
780,Its water power [MASK] about eighty percent of Brazil's electricity.,produces
781,That forest [MASK] about twenty percent of the world's oxygen.,produces
